mfcc1_mean,mfcc1_median,mfcc1_std,mfcc2_mean,mfcc2_median,mfcc2_std,mfcc3_mean,mfcc3_median,mfcc3_std,mfcc4_mean,mfcc4_median,mfcc4_std,mfcc5_mean,mfcc5_median,mfcc5_std,mfcc6_mean,mfcc6_median,mfcc6_std,mfcc7_mean,mfcc7_median,mfcc7_std,mfcc8_mean,mfcc8_median,mfcc8_std,mfcc9_mean,mfcc9_median,mfcc9_std,mfcc10_mean,mfcc10_median,mfcc10_std,mfcc11_mean,mfcc11_median,mfcc11_std,mfcc12_mean,mfcc12_median,mfcc12_std,mfcc13_mean,mfcc13_median,mfcc13_std,mel_freq1_mean,mel_freq1_median,mel_freq1_std,mel_freq2_mean,mel_freq2_median,mel_freq2_std,mel_freq3_mean,mel_freq3_median,mel_freq3_std,mel_freq4_mean,mel_freq4_median,mel_freq4_std,mel_freq5_mean,mel_freq5_median,mel_freq5_std,mel_freq6_mean,mel_freq6_median,mel_freq6_std,mel_freq7_mean,mel_freq7_median,mel_freq7_std,mel_freq8_mean,mel_freq8_median,mel_freq8_std,chroma_stft1_mean,chroma_stft1_median,chroma_stft1_std,chroma_stft2_mean,chroma_stft2_median,chroma_stft2_std,chroma_stft3_mean,chroma_stft3_median,chroma_stft3_std,chroma_stft4_mean,chroma_stft4_median,chroma_stft4_std,chroma_stft5_mean,chroma_stft5_median,chroma_stft5_std,chroma_stft6_mean,chroma_stft6_median,chroma_stft6_std,chroma_stft7_mean,chroma_stft7_median,chroma_stft7_std,chroma_stft8_mean,chroma_stft8_median,chroma_stft8_std,chroma_stft9_mean,chroma_stft9_median,chroma_stft9_std,chroma_stft10_mean,chroma_stft10_median,chroma_stft10_std,chroma_stft11_mean,chroma_stft11_median,chroma_stft11_std,chroma_stft12_mean,chroma_stft12_median,chroma_stft12_std,pitch_mean,pitch_median,pitch_std,magnitude_mean,magnitude_median,magnitude_std,zero_cross_rate_mean,zero_cross_rate_median,zero_cross_rate_std,record_id
-178.79371798264148,-197.05716999999999,101.49973942931392,151.26888876603775,157.92862,38.748547492076305,-35.58484778430191,-38.331528000000006,32.86916310007054,-11.337421062452828,-11.50041,29.033112661502752,-12.826401523849047,-18.253864,24.158930900540593,-2.922873241886792,-0.7043775,17.048099771230127,-26.695350707192475,-27.673203000000004,13.551098351655748,-12.397846689947167,-11.833867,13.585565814839365,-12.667694598578104,-9.625084,14.062138609104583,-12.41559400373585,-11.933699,11.078936740878454,-17.39655737390189,-18.078661,13.200938743335684,2.6842657398981142,2.7781382000000003,11.94183436372393,-1.8271404659622654,-1.2887857,14.319817634708683,-16.436504936226413,-13.776107999999999,10.928191655072336,-20.90545822226414,-20.010523000000003,11.345843883816597,-25.16671728792452,-25.557346,11.400178040335424,-31.5981746490566,-30.804914,11.858728267125452,-38.444003464150946,-38.79787,11.089800948376013,-51.17164354339621,-55.949066,14.25355302851974,-56.25477693584905,-59.16986,12.218819885559983,-61.32609753962261,-61.993576000000004,8.97084279484834,0.2436427463818867,0.12486484,0.28203441898224363,0.3016650929056605,0.15149517,0.31556297970588104,0.34719490246603785,0.25066188,0.3251068490542225,0.3774814896898113,0.25170404,0.33976317652733523,0.35201848960905663,0.24111281,0.33483914731280967,0.3124907843984906,0.20621951,0.3026192075200122,0.3477772695169814,0.23545307,0.3085181483176796,0.3865063756641511,0.26416013,0.326498985527114,0.37632705824754736,0.22370243,0.3435325212947425,0.2785562253026415,0.15475316,0.2951207662858986,0.2091062320871697,0.091927074,0.25895197077572163,0.2037239744316981,0.093216285,0.2668679944849945,16.195804847298927,10.115260124206543,17.821104387065194,0.24873207417857077,0.1940368264913559,0.19789184332785204,0.0582676149764151,0.04345703125,0.04845541324904222,132
-198.47681080679249,-210.10635,87.36084228798042,154.3784835962265,154.20468,30.079208022618257,-29.6872623642868,-27.908115000000002,26.78284074419705,-17.32869588928303,-14.814921,26.37187304855941,-9.019243161698114,-8.672645,19.347684858016635,-0.9152084083396236,-0.3740151,15.024118538501071,-26.82737282002265,-27.244549,12.727786023160242,-10.930907661811316,-10.241798,11.025975895919741,-15.018582299320762,-17.158317999999998,13.180682836157263,-16.965812393924544,-17.1948,11.470217252983023,-20.547697961132066,-21.515398,11.295612007152082,4.924541444252831,6.263319,10.235917618877115,-0.4859718479622643,0.36216408,11.009532834706318,-17.98489754490567,-18.096407,11.003883351836784,-22.886545889433954,-23.8456,11.11056238019297,-26.52614218679246,-26.975316999999997,8.987914463369696,-33.10982456981133,-33.05141,9.730941266810458,-40.47820361132075,-40.746044,9.866270087857128,-54.79846223018869,-56.633163,11.463723471867523,-59.055192366037765,-59.163578,9.381049273122773,-62.57821883396225,-61.470154,7.1348123370498815,0.26486547318603765,0.14017420000000003,0.29801215019083216,0.33390597905396224,0.1931934,0.3203078864043378,0.3480325835954718,0.2392125,0.32317230454698687,0.3012451780271696,0.16203614,0.2989200894389594,0.3124873780226412,0.18761767,0.30893717941581417,0.38011230679245284,0.28221405,0.3319448977856292,0.4410526532188683,0.34691012,0.3205636773851539,0.48316076612830156,0.42383242,0.34393955478413846,0.3842140840996227,0.25049227,0.33850563469547407,0.22234938241396224,0.1551277,0.23385802437468367,0.19201398142981133,0.08404052,0.24088723161274334,0.2216572013279245,0.10272198,0.27512858308639865,17.528733605821177,11.808292388916016,18.379337694388443,0.20596866278715853,0.13952670991420746,0.16996664263686875,0.056507959905660377,0.044921875,0.04067173320011053,132
-218.94821465811316,-231.07855,79.06927593658533,150.82622821509435,149.54845,28.870397114175784,-25.215588287494356,-20.495255,28.5542720707021,-18.401936739396213,-15.682317999999999,24.38705665210937,-2.985575458754717,-1.3853434,20.315847121213707,-0.575465766792453,1.3802522,14.268753825947346,-30.780060331026423,-31.017708000000002,14.03310250708689,-15.229508255094338,-14.457113,13.42017727577553,-12.832505239449445,-14.317782000000001,12.987462613611891,-15.050463986132074,-15.140601,12.804787026339131,-20.486682952943394,-21.965916,11.73616646981379,3.7397590220641503,4.766824199999999,10.611311648282376,-2.477358604150943,-3.2670445,8.723395578935508,-20.237020116754703,-19.996489,9.832556197978795,-25.066041460754718,-26.887512,10.522013382861415,-30.05140285056603,-30.260563,8.930417488315236,-34.35433057735849,-33.91137,9.388086570610252,-41.62562738113207,-42.321000000000005,9.61325654347927,-57.470829094339635,-58.32006,10.779518466806527,-61.20810420000001,-61.481953000000004,9.303843883667739,-64.21240425660379,-63.48060600000001,7.708028949601288,0.28293941986075494,0.1695905,0.2998594653475749,0.33830396662905654,0.21927088,0.30923035154233874,0.33277495268226426,0.22905003,0.307229006336361,0.2677168475973583,0.158885,0.2672805898824035,0.2825301983384907,0.18828456,0.26954407809678177,0.37718189278641523,0.28863478,0.31312143878498694,0.4612605731811321,0.38468656,0.31964785223226017,0.5123215394603775,0.47905007,0.3353186171390084,0.44452249824830187,0.3821091,0.3480051159072334,0.3271484315886791,0.23131706,0.31124764550130296,0.27771332446566027,0.18608531,0.28523140353771254,0.25575943700452836,0.1511911,0.275508475397973,20.436923945624873,13.903569221496582,20.52217588897627,0.16334225430662902,0.11702506989240645,0.1417931849478654,0.06202461674528302,0.05419921875,0.03947206170754699,132
-245.36532329283017,-259.38293,73.65845227579194,159.91032023018866,163.08789,29.13408375024166,-16.970211355056595,-12.484903,29.85063327226595,-24.128939641584914,-25.103876,23.35278311295319,0.9070440269811317,2.102471,23.666111652817154,-5.203609974083019,-1.8160933999999997,16.10864842424853,-36.04980751925282,-36.395134000000006,14.988840291215913,-22.90777570098113,-22.099092000000002,14.869792364017794,-11.21564123865698,-11.952414,12.925017275409113,-17.103761212584903,-17.699144,12.362056383175604,-21.91344017988679,-23.935726000000003,12.613245354806736,0.09927608210188675,0.8150068,11.65361885202051,-3.437501490641509,-4.452331,8.969925078037525,-19.976455611849058,-18.287231,8.781009315339361,-25.391064847924525,-23.333567000000002,10.170655447454894,-33.2487575826415,-32.948875,9.768794745470663,-36.75831929056604,-36.224102,10.129314131647321,-44.42878709811323,-46.30952,9.421955592057008,-61.5723834377359,-64.12955,9.724263610871441,-65.00546771698114,-66.94174,8.17546352860822,-67.71254162641509,-69.031876,6.504164795549389,0.32547113293169794,0.19246936,0.3242260953151628,0.3589725790426416,0.22396758,0.32289564960196476,0.36340048034830175,0.2482631,0.3171468208179401,0.3466194901671698,0.22860913,0.3149028851172683,0.32869973742905684,0.23066577,0.30899478163526345,0.3419440142728303,0.2546559,0.301358871787752,0.3461898620535849,0.26641524,0.3082052959643962,0.3630859645354719,0.23707238,0.3265115751474938,0.3452843973015094,0.23390478,0.30623741343199307,0.3449884700739623,0.22487584,0.3252426029799702,0.3189809973890566,0.21767369,0.3033370685390045,0.255046298161132,0.16866477,0.2495438498100428,16.431277311298082,7.960722923278809,18.348632251992615,0.13524398041432195,0.09556636214256288,0.11979774620927279,0.056867261202830185,0.04345703125,0.03878197367731807,132
-244.47605767924543,-258.00906000000003,75.31583960400638,152.48032646867935,158.13858000000002,42.02129392829115,-23.847516292943407,-16.493599,35.20490771718033,-21.58927081052831,-23.429454999999997,32.09674953973442,-0.22125283758490416,-0.49530604,28.65898590225407,-5.990353543260373,-2.627053,17.449536329081454,-36.51956192101885,-36.795776000000004,15.44142780697367,-22.788080754075455,-22.300375,15.560844611106706,-10.745993291358499,-11.618176,14.270339078902909,-16.458006581433953,-17.371879999999997,13.09926599041445,-20.887289768603775,-22.51012,14.483782613258946,-1.039703063596227,-1.6437973999999997,12.19573285011742,-3.6146016479622634,-4.1416903,9.437480667999573,-20.712664472830166,-18.080242000000002,10.94847280011556,-25.75781783132074,-22.894379,12.034276795000268,-33.17150306981132,-32.033096,11.16167347671453,-35.97085367735849,-35.515522,10.433304276387014,-43.11197303773586,-44.424545,9.958220923637152,-59.699045196226415,-64.35300000000001,11.471356841319384,-63.58730481509436,-67.32001,9.602955464832904,-67.08280178113208,-69.0746,6.913976428510614,0.3466811709890567,0.17707317,0.34681266194192156,0.34683482811735816,0.2117871,0.32319496965411415,0.3473255587079244,0.23470423,0.31145585667076925,0.3249741843920755,0.2052913,0.3045013572328327,0.3394336199083022,0.22380392,0.3174331174430132,0.36965806177698096,0.25625770000000003,0.33366865511081617,0.3137589740067923,0.19425042,0.30167188871030515,0.29534996258641516,0.16967929999999998,0.2994406068877168,0.2953832938079246,0.18843439,0.279728530434235,0.3135516482490564,0.20047146,0.29979468796268033,0.32441854274792464,0.21831055,0.3077272504537117,0.30460837789698114,0.19777398,0.295003284271969,16.145681731655912,8.828291893005371,17.643494342509122,0.13791133808674957,0.09925496578216553,0.11595481966112195,0.0599388266509434,0.04345703125,0.045321964589425265,132
-231.5835237245283,-247.59638999999999,77.91987855402823,148.20627886490564,152.50456,41.69079021713038,-31.781526354943406,-28.794147,33.78393448778311,-22.276953968452823,-23.231827,32.529800354196695,-1.0521124724905642,-5.894734400000001,31.552991191724914,-1.487525525509434,1.3290442,17.480702253191446,-32.13951280758492,-31.465996,16.352838766242435,-18.646358579056603,-19.440910000000002,16.289860635228877,-10.546929414566039,-10.516676,15.67247150871209,-13.778673134943402,-14.893214000000002,12.535051941742024,-20.73872974984905,-21.236248,14.407790862742766,-1.4234919420754717,-2.2864814,12.038224069621885,-4.973841672577357,-5.959179,9.948058250865849,-20.53550858339622,-17.764957,11.016600865129892,-26.149393879622654,-24.88689,12.623284373715974,-30.863313284905672,-30.443764,12.121843970319508,-33.37260506226415,-33.005623,9.934575198963518,-41.43593957358489,-42.346928000000005,9.75394252212683,-57.73679184528303,-62.498177,11.726053940455337,-62.00455549056609,-65.606476,9.790430844556825,-65.46611226415098,-67.2012,7.090207121810148,0.29086340693207535,0.15087745,0.31511495376004156,0.28685897203773575,0.16406621,0.2978289940504934,0.2756436247230191,0.18013477,0.28380507243392095,0.2528251582626415,0.16758531,0.2526759254898883,0.3107443410732073,0.19406639,0.3034538015480294,0.3887526612166038,0.27638406,0.3385485219188989,0.40002307308566026,0.30907434,0.321786199986708,0.38550198154150955,0.2776524,0.317970066629107,0.3707022536181132,0.23549895,0.33229084464219993,0.3061107330769812,0.19768602,0.2956895071115045,0.2980002833777361,0.19035147,0.3089094152964797,0.30412446310528296,0.16586143,0.3241017928416995,16.772374653141455,10.469171524047852,17.26881676687838,0.15544762837190954,0.11611241102218628,0.12348640800139264,0.05902859669811321,0.0478515625,0.04165108159858523,132
-228.4989369215095,-245.10371,80.02308179853848,155.1822704226415,157.60596,32.76180107138131,-31.581333629811322,-25.34349,29.591381773672097,-25.369667914792462,-25.748302,26.5044062546517,3.344810565622641,4.9084330000000005,30.180175504238274,1.7208680435169805,4.332675,15.816091651011792,-32.34874293845284,-31.416515000000004,16.746416708971406,-19.897724403905684,-19.713358,16.003529941804903,-10.858423538000004,-10.375949,14.732016090479632,-15.253966749509434,-16.063717,12.20453787620321,-23.846828259698096,-24.473473000000002,12.653817722846288,-3.1737512242113217,-2.8729134,13.148790206674663,-4.458113753218866,-5.0095882000000005,10.317427279283471,-18.934097986792466,-16.858667,9.675939028299274,-26.049263898113196,-25.313087,11.478662146431896,-30.238076109433955,-29.562862,11.468603900932768,-32.24312426792452,-32.30088,9.946091389494203,-41.11076175849059,-42.500427,10.191756534688066,-58.98607032452832,-62.815315000000005,11.200048511401604,-63.23564713962262,-65.74911999999999,9.251172214158132,-66.32565641509437,-67.4698,7.178746705978342,0.3018240781083017,0.19884679,0.29457288215514926,0.2729462723837736,0.15746534,0.2870305658972797,0.2585573471181132,0.15616527,0.2752843066202426,0.2873744792815095,0.19852743,0.2833982687215256,0.3835874274513209,0.2627935,0.33573858580078225,0.42107322989056606,0.30975276,0.34056230266136034,0.4070609404192456,0.31103826,0.3337661148924169,0.38523307079547187,0.30524840000000003,0.33000818810282145,0.3582814794064147,0.24998768,0.3294825004696618,0.27729478894679244,0.17957407,0.2820337094854934,0.2589648165358489,0.14726718,0.280543712925566,0.3024958711539623,0.17058288,0.3206330382770299,16.95991047305881,10.16572093963623,18.810610938633374,0.16740224860468,0.12446412444114685,0.13985079105456713,0.054304245283018866,0.04345703125,0.03468257310277525,132
-227.50233450528313,-247.04594,87.79797006948971,152.21905590943393,152.82162,35.07189649933204,-33.358887936754726,-34.011368,31.430777519827075,-24.730232059849047,-28.7626,30.41518286699398,1.8145007098490546,2.7806013,30.81757557211132,-0.444600686701886,4.553391,17.997375005483047,-34.20704207566038,-33.218703999999995,16.61113148583056,-20.42075695205659,-19.986704,14.249480482828657,-9.096737275788671,-9.802355,12.802532217806805,-13.322355589949815,-12.406557000000001,13.38426938877441,-22.539489091169816,-23.009151,13.563985523608336,-3.461816251811322,-4.135209,13.28154443949654,-2.953185528867926,-3.9368982000000003,9.899334724180363,-20.90121431433962,-19.72305,10.856875638043478,-26.462486898113198,-25.337847,11.572552452302803,-30.778275105660374,-30.944908,10.852188093467097,-32.80766576037737,-33.38106,10.287367017023703,-40.77692159622641,-42.500427,10.655204772022117,-58.616802169811315,-63.011963,12.665575398767205,-63.27222958867926,-66.67871,10.914900178321393,-66.75997146415092,-68.80025,8.763760292423175,0.37392428679924544,0.28187070000000003,0.3154314579650918,0.3013782658301886,0.19359627,0.2740659699290015,0.31853046689245273,0.19131345,0.30574040040107253,0.3367329927762265,0.22886132,0.29698457262258615,0.42012545869018864,0.32875726,0.32375608081570234,0.4510166445079246,0.35992253,0.3247411160017777,0.3939851646860377,0.28147649999999996,0.3244252587548988,0.3397059637456605,0.23887572,0.30608977513824603,0.3294735492856604,0.23471035,0.29916681648678206,0.3125699904026416,0.21597463,0.28390189429458945,0.3572312567969812,0.23425245,0.3280010280137966,0.41138190698566063,0.31050396,0.33240932899765024,23.100302929585833,13.118757247924805,23.218573826812563,0.17215841383725966,0.115986630320549,0.1578689664426649,0.059640330188679244,0.0478515625,0.036929781338450915,132
-237.89611977622647,-259.123,85.15968885636073,151.03467847169796,154.81535,37.0712754394861,-27.45140418215096,-23.793076,33.47604421430291,-21.599262704867936,-24.304415,30.11453234909629,3.993300295999998,1.0968409,34.11899807205306,0.046144900247169676,4.039556500000001,20.207625335495187,-35.49205779433963,-33.850235,16.78883929043135,-21.95399184569812,-20.7266,13.923550411636407,-8.206440453600003,-9.293573,13.789888691089491,-12.48377592538378,-12.0544405,12.623898471262551,-21.3172726495849,-21.143963,14.950961666921492,-4.4911849050943395,-5.4653673,12.375421803202947,-5.3167561336415075,-6.007549,9.92446485955982,-21.989223271698123,-20.495913,10.003107511453075,-28.426904072830187,-28.754590000000004,11.84581175799822,-32.7835506490566,-32.97087,10.916325274693193,-34.11132416415093,-34.534797999999995,10.400072684953857,-42.05187672830191,-43.819393,10.44819153132662,-59.576661501886775,-65.18097,12.494061424949042,-63.80304230943396,-68.30781,11.256892445399664,-66.92284978113203,-69.643265,8.514743222200455,0.3386040520313209,0.23403065,0.3087655606758328,0.3350673294803773,0.22424148,0.29688974463179385,0.36273747617094326,0.22731578,0.3223712996217536,0.3315117267384906,0.24008337,0.2820741271702158,0.35265287386264155,0.2730435,0.2920636585436909,0.39120243398490573,0.29162303,0.3061960310918174,0.41672548352452826,0.33868390000000004,0.31040174433157275,0.4140434773754716,0.32813109999999995,0.3249998538401207,0.3940870933350943,0.31124032,0.30928361404380605,0.37289691165886774,0.30176179999999997,0.3064871227138307,0.38972949477109453,0.27874306,0.3354494831866377,0.3839389829475471,0.27390180000000003,0.32426681810646285,23.192590745440068,14.165410995483398,21.70955989953282,0.1565101566425753,0.11496257781982422,0.14420826864937747,0.06318175117924528,0.0537109375,0.03897136373714419,132
-220.88338801132076,-241.76623999999998,81.02499026303582,155.92434817735858,163.99443,41.88093730967322,-25.73604675596224,-24.050710000000002,31.00705460105915,-13.682348248754721,-18.564884,28.726400736288458,0.595924292490566,-3.4553332,31.343637464463704,-0.03472388565471722,1.353643,18.83638622452357,-32.110083468075445,-30.811697,16.28749427009332,-20.373196429584898,-18.717935999999998,14.884678061301592,-9.874548251698116,-9.734815,14.056360724172178,-13.322929754415094,-13.399135999999999,11.001180659173228,-19.2424732586415,-21.720654,15.61833518616086,-5.879834182123397,-5.497514,11.669737421818203,-6.945980176698115,-7.7501183000000005,11.209224770155094,-18.97237514301887,-18.130627,9.724229744307904,-26.04357436943394,-25.16509,10.828005169450682,-31.175412362264126,-30.613703000000005,10.422263121870245,-33.727530818867905,-32.82085,9.961142633373225,-41.45918884528298,-42.564846,9.90612886690465,-56.955585384905696,-62.709465,12.981098505675098,-61.43489277358491,-66.38792,11.910292988836112,-65.53141045660375,-68.523445,8.609429589673475,0.29479978881222657,0.20712842,0.27651698362827054,0.3438374823313209,0.22275211,0.32014758243427266,0.3773796872090568,0.27722546,0.3208674324707932,0.37643261380679244,0.27811012,0.32251411511021505,0.36021100036641546,0.30160478,0.3049131541766169,0.38131013263584923,0.30931523,0.29822057211522374,0.47500720885283004,0.40062746,0.318799091617727,0.4997972022271699,0.42987153,0.3271606423022315,0.3857623010584907,0.29822922,0.3102416813681065,0.33527295194226436,0.28177038,0.2958570621602664,0.3182567202492075,0.22898166,0.2919213019236267,0.2957866022539624,0.19013382,0.29766304861102283,18.220252317415092,12.895642280578613,16.894590858575086,0.1719508386691505,0.13914558291435242,0.13597268024833614,0.062492629716981135,0.04736328125,0.05184593699128746,132
